Record ID,Category,Prompt Preview,检查是否完成,是否存在Viewer失败项,是否待仿真,标注版本,零件拆分与活动属性是否合理,零件数量和种类是否符合描述,必要结构是否完整,几何形状、尺寸和比例是否合理,零件位置、朝向与装配关系是否合理,初始状态是否不存在非预期穿插、悬浮或脱离,父子关系与连接对象是否正确,活动零件是否具有对应的运动学关节,运动学关节类型是否正确,运动学关节的位置与轴向是否正确,运动学关节的运动范围是否合理,活动零件是否具有可信的实体连接或支撑结构,运动过程中是否不存在非预期穿模或几何干涉,多部件机构的连接与运动关系是否合理,Notes,Annotator,Legacy Failure Types,Legacy Source,Legacy Conversion Notes,Created At,Updated At
rec_ceiling_light_fixture_491ed21f6a5f4327aef7c8340e3df516,Ceiling light fixture,A kitchen island multi-pendant track bar with a long rectangular ceiling rail and five adjustable pendant cords. The rail is fixed to the ceiling. Each penda...,否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_ceiling_light_fixture_644537be25d14e18be8eb088649fcd1f,Ceiling light fixture,"A vintage Edison pull-chain pendant with a round canopy, an adjustable cord, and a filament bulb housing. The cord length adjusts on a prismatic grip at the...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,wanglin,unreasonable_prompt,旧版350转换（有失败记录）,unreasonable_prompt 在新版中没有直接对应字段，仅保留旧标签和 Viewer 失败结论。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_ceiling_light_fixture_adef192b4bd141ab8f2b2e5994e8d5c6,Ceiling light fixture,"A realistic, highly detailed ceiling light fixture with a compact ceiling mount, a layered light housing, and a believable residential or commercial fixture...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_ceiling_light_fixture_afb0526107ef4a7b93ac9cd25fbb87f9,Ceiling light fixture,A flush mount ceiling fixture with a square base and a pivoting inner light panel on a shallow gimbal. The inner light panel tilts on a horizontal hinge with...,否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,不满足,,,,wanglin,missing_dynamics,旧版350转换（有失败记录）,missing_dynamics 按旧标准语义映射到可信实体连接或支撑结构。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_ceiling_light_fixture_ba19e13ab97145cdae2c827e084e0b41,Ceiling light fixture,"A semi-flush branch light with a round canopy, five short adjustable stems, and exposed bulb sockets at the ends. The five stems rotate independently on hing...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_centrifugal_juicer_with_articulated_components_cca804025405416a97559f05f85f025e,Centrifugal juicer with articulated components,"A countertop centrifugal juicer with a rounded base housing, a clear upper lid, and a cylindrical feed pusher that slides vertically in the top chute. A rota...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,不满足,,,,wanglin,missing_dynamics,旧版350转换（有失败记录）,missing_dynamics 按旧标准语义映射到可信实体连接或支撑结构。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_centrifugal_juicer_with_articulated_components_e6ca607d17384ea78201b55426b518cc,Centrifugal juicer with articulated components,"A tall household juicer with a broad clear lid, a long feed pusher, and two locking arms rising from the left and right shoulders of the base. A selector kno...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_centrifugal_juicer_with_articulated_components_eef762714dac4ef5b6189cf8f714cfd6,Centrifugal juicer with articulated components,"A wide-feed juicer with a broad rectangular base, a large clear lid, and a wide pusher block that moves vertically through the top feed opening. A hinged sec...",否,,,old,满足,满足,满足,,,,不满足,满足,,满足,满足,满足,,,,wanglin,reversed_parent_child,旧版350转换（有失败记录）,reversed_parent_child → 父子关系与连接对象标为不满足。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_chest_freezer_with_hinged_lid_0edc6ee227354e42a973430e86b07e9d,Chest freezer with hinged lid,"A countertop bar chest cooler with a compact rectangular body and a hinged lid with a chrome rail frame, pivoting on two rear knuckle revolute hinges and sec...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_chest_freezer_with_hinged_lid_83e0620872c64221b8532761ae71e5f7,Chest freezer with hinged lid,"A countertop bar chest cooler with a compact rectangular body and a hinged lid with a chrome rail frame, pivoting on two rear knuckle revolute hinges and sec...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_chest_freezer_with_hinged_lid_a41f1625ddf14beeb1ebb414a8356e8f,Chest freezer with hinged lid,A glass-top display chest freezer with a wide merchandising body and a sliding glass lid panel on prismatic guide rails at the top rim.,否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_chest_freezer_with_hinged_lid_f78a6ca36ffa4018b12af601ffa891d0,Chest freezer with hinged lid,A laboratory sample chest freezer with an insulated rectangular body and a heavy hinged lid with a pressure seal. The lid opens on two revolute hinge knuckle...,否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_clamp_meter_with_hinged_jaw_and_rotary_selector_cfef790ebb97462b9e3010ec0de52710,Clamp meter with hinged jaw and rotary selector,"A heavy-duty power clamp meter with a wide circular jaw opening, a thick insulated body, a rear kickstand, and a front control bank with four rectangular but...",否,,,old,满足,满足,满足,,,,满足,满足,,,,满足,,,,wanglin,invalid_axis_or_range,旧版350转换（有失败记录）,invalid_axis_or_range 无法区分轴向和范围，两个字段均标为待复核。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_clock_tower_with_rotating_hour_and_minute_hands_08ab090df8e646d9b5321cb2792c3439,Clock tower with rotating hour and minute hands,"A campanile free-standing cylindrical clock tower with a round shaft, a belfry top, and a single clock face. The clock minute hand rotates continuously. The...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_clock_tower_with_rotating_hour_and_minute_hands_3594f9bef9ef4f5386a31284200c563f,Clock tower with rotating hour and minute hands,"A Gothic stone clock tower with a square tapering shaft, pointed-arch belfry tier openings, and a round clock face at the tower top with hour and minute hand...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_clock_tower_with_rotating_hour_and_minute_hands_89a4bced8c8b4ae0842c9b508c84d146,Clock tower with rotating hour and minute hands,"A heritage street platform clock on a slim round fluted cast-iron column, a double-sided clock housing at the column top with a clock face on each side, and...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_clock_tower_with_rotating_hour_and_minute_hands_b6e37591c52f4900a93292cf36379418,Clock tower with rotating hour and minute hands,"A Victorian civic clock tower with a square stone shaft, a corbelled clock stage, and clock faces with hour and minute hands on revolute pivot joints.",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_coaxial_rotary_stack_7148f7f3d10b45559abdcaf96f99e935,Coaxial rotary stack,"A nested ring turntable with a low platter, a thick intermediate ring, and a compact upper fixture cup carried on the same upright centerline. Each concentri...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_coaxial_rotary_stack_7536956746ff4394be38dad2302ceed1,Coaxial rotary stack,"A collared coaxial rotary head. A grounded base cup supports stacked circular stages separated by visible collars, with the top stage ending in a plain tooli...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_coaxial_rotary_stack_77213109f65e4e73b23d2100fd02e6b6,Coaxial rotary stack,"A collared coaxial rotary head. A grounded base cup supports stacked circular stages separated by visible collars, with the top stage ending in a plain tooli...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_coaxial_rotary_stack_8982768a660843219de4e16a4bec0755,Coaxial rotary stack,"A compact rotary indexing stack. Nested circular stages sit on one vertical shaft with a base turntable, a middle ring, and a top flange for tooling. The bas...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_conventional_oven_with_dropdown_door_2df979bdb12b4537b5fa36651c282144,Conventional oven with drop-down door,"A built-in wall oven with a tall rectangular stainless-steel housing set flush into a cabinet surround, a glass-panel door on a full-width bottom revolute hi...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,wanglin,unreasonable_prompt,旧版350转换（有失败记录）,unreasonable_prompt 在新版中没有直接对应字段，仅保留旧标签和 Viewer 失败结论。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_conventional_oven_with_dropdown_door_801e83d423104d16bd13ed5b11490481,Conventional oven with drop-down door,"A compact countertop toaster oven with a rectangular housing, a drop-down front door on a bottom revolute hinge with a chrome bar handle, and a slide-out cru...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,不满足,,,,wanglin,missing_dynamics,旧版350转换（有失败记录）,missing_dynamics 按旧标准语义映射到可信实体连接或支撑结构。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_conventional_oven_with_dropdown_door_dd8ba4fbcf514c61813654e4f2605468,Conventional oven with drop-down door,"A rotisserie oven with a wide rectangular stainless housing, a drop-down glass-panel door on a bottom revolute hinge with a bar handle, and an internal rotis...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_conventional_oven_with_dropdown_door_f41ca42c843a488eab568da448214a29,Conventional oven with drop-down door,"A combination microwave-oven with a wide rectangular housing, a front door that swings sideways, and a rotating glass turntable inside. The microwave door sw...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,wanglin,unreasonable_prompt,旧版350转换（有失败记录）,unreasonable_prompt 在新版中没有直接对应字段，仅保留旧标签和 Viewer 失败结论。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_crane_tower_00a7bb81b06145a8887ce637a87c8c6b,Crane tower,"A tower crane with a vertical mast, a horizontal jib and counter-jib, a slewing ring at the mast top on a vertical revolute joint, and a trolley sliding on a...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_crane_tower_4c331560b98145f9b6f8d8d64e6883c5,Crane tower,"A luffer-jib tower crane with a square lattice mast, a luffing jib arm hinged at the mast top on a horizontal revolute joint for variable jib elevation, a sh...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_crane_tower_b6dd31f4f0fe4751802eefdc2e8567ec,Crane tower,"A luffer-jib tower crane with a square lattice mast, a luffing jib arm hinged at the mast top on a horizontal revolute joint for variable jib elevation, a sh...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_create-a-realistic-articulated-desk-lamp-with-a-_20260514_221150_836652_f0074cc6,Articulated task lamp,"Create a realistic articulated desk lamp with a weighted base, two hinged arms, and an adjustable lamp head.",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_create-a-realistic-mechanical-keyboard-the-keybo_20260322_135414_609879_391de2ff,Keyboard,Create a realistic mechanical keyboard. The keyborad has a typical 80% layout and a usb-c port for connectivity. It should have individual cherry mechanical...,否,,,old,满足,满足,满足,,,,满足,满足,,,,满足,,,,wanglin,invalid_axis_or_range,旧版350转换（有失败记录）,invalid_axis_or_range 无法区分轴向和范围，两个字段均标为待复核。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_dehumidifier_with_pullout_water_bucket_b9402722fdb040e0b7d47876394ae556,Dehumidifier with pullout water bucket,"A rounded-front dehumidifier with a pullout lower tank, a top outlet louver flap, and a front control strip with four preset buttons beside a mode dial. The...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,抽屉漏缝,wanglin,unreasonable_prompt,旧版350转换（有失败记录）,unreasonable_prompt 在新版中没有直接对应字段，仅保留旧标签和 Viewer 失败结论。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_desk_with_drawer_0006,Desk with drawer,"A Scandinavian desk with a solid wood top, slim steel legs, and a floating side drawer unit with two drawers on prismatic rails.",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_desk_with_drawer_005a4eef8c9847ca84a2505b94558ba4,Desk with drawer,"A narrow console desk with a slim top, one center drawer, and a hinged rear cable flap spanning the back edge. The drawer slides prismatically on short inter...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_desk_with_drawer_080d35e112de4872b245dcf5fb34dead,Desk with drawer,"A pedestal writing desk with a wide rectangular top, three left-pedestal drawers on prismatic guide rails stacked vertically with recessed oval pull handles,...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_desk_with_drawer_5365c5dc19f442b59e3d4049e8c6866d,Desk with drawer,"A secretary drop-front desk with a rectangular cabinet body, a hinged drop-front writing leaf on a revolute hinge at the bottom body edge that opens flat to...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_desk_with_drawer_84526e82e9694d718ef7210bbecba625,Desk with drawer,"An industrial pipe-frame desk with a steel tube frame, a flat top, and a single wide drawer with a drop-front bin panel. The drawer slides prismatically in u...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,不满足,,,,wanglin,missing_dynamics,旧版350转换（有失败记录）,missing_dynamics 按旧标准语义映射到可信实体连接或支撑结构。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_desk_with_drawer_e1b8a6092e814d0dac234259530b04a1,Desk with drawer,"A pedestal writing desk with a wide rectangular top, three left-pedestal drawers on prismatic guide rails stacked vertically with recessed oval pull handles,...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_desk_with_drawer_f501fa6314234eef8059e2963e8e7cec,Desk with drawer,A drafting table with a wide tilting top and a single storage drawer under the frame. The tabletop tilts on a revolute hinge at the rear top edge. The drawer...,否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_desktop_monitor_with_tilt_swivel_stand_6787a4db6fa44b9390eeb29b8bdc23be,Desktop monitor with tilt swivel stand,"A 24-inch office desktop monitor with a rectangular display shell, a slim central neck, and a flat pedestal base, plus a rear cable-cover door on the stand s...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_desktop_monitor_with_tilt_swivel_stand_9cb5dd83967b4b9d8a69dd2af10cb773,Desktop monitor with tilt swivel stand,"A gaming monitor with a broad screen, a V-shaped base, and a stand that supports height, swivel, and portrait rotation. The display mounts to a rear stand he...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_desktop_monitor_with_tilt_swivel_stand_e8e81ca1ac454e92b6947abb1b453b51,Desktop monitor with tilt swivel stand,"A curved gaming monitor with a wide display shell, a split rear yoke, and a tripod-style base, plus a power rocker and three menu buttons at the underside of...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_desktop_monitor_with_tilt_swivel_stand_f8f009d410b84ccebb9e927c7efab29e,Desktop monitor with tilt swivel stand,"A premium desktop monitor with a thin display shell, a broad stand column, and a heavy base plate, plus a small bank of menu buttons under the lower bezel. t...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_desktop_pc_tower_0001,Desktop PC tower,"A realistic, highly detailed desktop PC tower with a rectangular chassis, side panel, front intake geometry, rear I/O area, and a believable enthusiast-compu...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_desktop_pc_tower_0002,Desktop PC tower,"A realistic, highly detailed desktop PC tower with a rectangular chassis, side panel, front intake geometry, rear I/O area, and a believable enthusiast-compu...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_desktop_pc_tower_a48b7e1976294c9f96c8b771c85e04b1,Desktop PC tower,"An extended ATX full-tower with a tall rectangular body, a hinged side panel, a swing-out drive cage, and a hinged top exhaust cover. The main side panel ope...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,不满足,,,,wanglin,missing_dynamics,旧版350转换（有失败记录）,missing_dynamics 按旧标准语义映射到可信实体连接或支撑结构。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_desktop_pencil_sharpener_with_hand_crank_and_drawer_28ffa4ea761842ae842943358a6111f2,Desktop pencil sharpener with hand crank and drawer,"A vintage-style desktop pencil sharpener with a tall metal housing, a rear-leaning hand crank, a front shavings drawer, and a rounded free-spinning knob at t...",否,,,old,满足,不满足,不满足,,,,满足,满足,,满足,满足,满足,,,,wanglin,missing_part,旧版350转换（有失败记录）,missing_part → 零件数量和种类、必要结构均标为不满足。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_desktop_pencil_sharpener_with_hand_crank_and_drawer_94b556cebfd148b08ca98b244008ad36,Desktop pencil sharpener with hand crank and drawer,"A premium desktop pencil sharpener with a rectangular body, a folding side crank, a front drawer with a finger pull, and a clean circular pencil port in the...",否,,,old,满足,不满足,不满足,,,,满足,满足,,满足,满足,满足,,,,wanglin,missing_part,旧版350转换（有失败记录）,missing_part → 零件数量和种类、必要结构均标为不满足。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_digital_multimeter_with_tilt_stand_and_rotary_selector_d94d266811334ab8b3db9ff5db0c18d5,Digital multimeter with tilt stand and rotary selector,"A rugged autoranging digital multimeter with a boxy main body, a broad LCD bezel, a central range dial, and a rear kickstand with a shallow angle stop. The r...",否,,,old,满足,不满足,不满足,,,,满足,满足,,满足,满足,满足,,,,wanglin,missing_part,旧版350转换（有失败记录）,missing_part → 零件数量和种类、必要结构均标为不满足。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_dishwasher_with_dropdown_door_and_sliding_racks_2fcd8639e5af4667a778aefdf4456d61,Dishwasher with dropdown door and sliding racks,"A European-style built-in dishwasher with a flat front, a dropdown door, two deep sliding racks, a narrow top cutlery tray, and a concealed top-edge control...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_dishwasher_with_dropdown_door_and_sliding_racks_c5e1fea68689460f9170ba73efb04f9d,Dishwasher with dropdown door and sliding racks,"A contemporary built-in dishwasher with a concealed top strip, two sliding racks, and twin fold-down mug shelves integrated into the upper rack. The dropdown...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
